timestamp,speed,throttle,brake
1743878983.4097776,0.642095947265625,0.0,0.0
1743878988.7620938,11.360158538818359,0.0,0.30000001192092896
1743878989.7797532,4.692038011552539,0.512499988079071,0.0
1743878990.7960901,0.9202902674678873,0.512499988079071,0.0
1743878991.8097773,0.512333679199295,0.512499988079071,0.0
1743878992.8232822,0.9047270178795005,0.512499988079071,0.0
1743878993.8376074,0.8776140153408257,0.512499988079071,0.0
1743878994.852143,0.7139520049095295,0.512499988079071,0.0
1743878995.869034,0.5331136643886912,0.512499988079071,0.0
1743878996.8872018,0.3783288270235179,0.512499988079071,0.0
1743878997.9063463,0.2595723599196942,0.512499988079071,0.0
1743878998.920206,1.8204462625904418,0.512499988079071,0.0
1743878999.9423761,3.256814106485934,0.512499988079071,0.0
1743879000.9696598,3.916547848582186,0.512499988079071,0.0
1743879001.9949677,4.377536126612007,0.75,0.0
1743879003.016929,4.87728265970961,0.75,0.0
1743879004.037402,5.5669287389086906,0.75,0.0
1743879005.0586486,6.27593360495602,0.75,0.0
1743879006.0651646,6.956855401710288,0.75,0.0
1743879007.08976,7.632130696252399,0.75,0.0
1743879008.1169152,8.292780206639305,0.75,0.0
1743879009.131493,8.91110578484827,0.75,0.0
1743879010.143509,9.531584112669082,0.75,0.0
1743879011.157661,10.165482024027671,0.75,0.0
1743879012.1627223,10.818065559601958,0.75,0.0
1743879013.1727924,11.492062026803694,0.75,0.0
1743879014.1823492,12.189100049350614,0.75,0.0
1743879015.185787,12.91036499005307,0.75,0.0
1743879016.196767,13.656860359944483,0.75,0.0
1743879017.2243712,14.409380293311324,0.75,0.0
1743879018.2491188,15.186669123232724,0.75,0.0
1743879019.2737668,15.977197720442767,0.75,0.0
1743879020.2774296,16.73850861905093,0.512499988079071,0.0
1743879021.2837029,17.31184113253325,0.512499988079071,0.0
1743879022.287564,17.709373981830822,0.512499988079071,0.0
1743879023.2913542,18.01544505550596,0.512499988079071,0.0
1743879024.2995195,18.27275609364278,0.512499988079071,0.0
1743879025.304777,18.50282537731631,0.512499988079071,0.0
1743879026.3085544,18.716590290259767,0.512499988079071,0.0
1743879027.3304787,18.919584798737958,0.512499988079071,0.0
1743879028.3400815,19.114693912649727,0.512499988079071,0.0
1743879029.3515062,19.303419575845236,0.512499988079071,0.0
1743879030.359588,19.476837032892572,0.512499988079071,0.0
1743879031.3645656,19.655173389168915,0.512499988079071,0.0
1743879032.3738549,19.82870126033465,0.512499988079071,0.0
1743879033.3861253,19.997617273082174,0.512499988079071,0.0
1743879034.3932078,20.161528536607488,0.512499988079071,0.0
1743879035.4049823,20.321800441822727,0.512499988079071,0.0
1743879036.41167,20.477923692407714,0.512499988079071,0.0
1743879037.446527,20.634002485772662,0.512499988079071,0.0
1743879038.4504373,20.781883655470107,0.512499988079071,0.0
1743879039.4670956,20.925131684938535,0.512499988079071,0.0
1743879040.481435,21.043135870248815,0.512499988079071,0.0
1743879041.4926465,21.181005744509775,0.512499988079071,0.0
1743879042.4995377,21.318358098794523,0.512499988079071,0.0
1743879043.529049,21.454305203661885,0.512499988079071,0.0
1743879044.5540204,21.587533663609438,0.512499988079071,0.0
1743879045.5591054,21.675060553541993,0.512499988079071,0.0
1743879046.5799475,21.77209786618617,0.512499988079071,0.0
